,age,workclass,education,education-num,marital-status,occupation,relationship,ethnicity,gender,capital-gain,capital-loss,hours-per-week,loan
7485,43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, >50K
7486,24, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, <=50K
7487,33, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, <=50K
7488,48, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52, <=50K
7489,27, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
7490,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7491,25, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, <=50K
7492,53, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, >50K
7493,66, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, <=50K
7494,31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
7495,30, State-gov, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
7496,22, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, <=50K
7497,47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, >50K
7498,74, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
7499,37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1485,70, >50K
7500,35, Self-emp-not-inc, Some-college,10, Separated, Farming-fishing, Not-in-family, White, Male,4101,0,60, <=50K
7501,51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,70, <=50K
7502,40, Private, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,40, <=50K
7503,51, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, >50K
7504,26, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, <=50K
7505,53, Private, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, <=50K
7506,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3781,0,40, <=50K
7507,29, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
7508,42, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
7509,22, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, <=50K
7510,62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,24, <=50K
7511,33, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7512,21, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,20, <=50K
7513,46, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, >50K
7514,25, Private, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
7515,29, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
7516,29, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, <=50K
7517,33, Private, Doctorate,16, Divorced, Sales, Not-in-family, White, Male,99999,0,60, >50K
7518,50, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
7519,22, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, <=50K
7520,40, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
7521,28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, <=50K
7522,54, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
7523,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7524,49, Private, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, <=50K
7525,46, Private, 11th,7, Widowed, Other-service, Not-in-family, White, Female,0,0,27, <=50K
7526,71, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, <=50K
7527,27, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, <=50K
7528,56, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7529,64, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,60, >50K
7530,23, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, <=50K
7531,36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
7532,39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, >50K
7533,26, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, <=50K
7534,31, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, <=50K
7535,36, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
7536,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
7537,25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, <=50K
7538,27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7539,24, Private, 12th,8, Never-married, Sales, Not-in-family, White, Male,0,0,40, <=50K
7540,50, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, <=50K
7541,30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7542,24, Private, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
7543,41, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,7430,0,36, >50K
7544,29, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, <=50K
7545,31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
7546,54, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
7547,20, Private, 11th,7, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,50, <=50K
7548,37, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, <=50K
7549,28, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,30, <=50K
7550,39, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, >50K
7551,46, State-gov, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
7552,35, Private, Bachelors,13, Separated, Exec-managerial, Unmarried, White, Female,0,0,42, <=50K
7553,36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,20, >50K
7554,34, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, <=50K
7555,44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
7556,34, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, <=50K
7557,28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, >50K
7558,38, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, >50K
7559,64, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,50, >50K
7560,19, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, <=50K
7561,35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, >50K
7562,61, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7563,45, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, <=50K
7564,36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, <=50K
7565,34, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,30, <=50K
7566,27, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, <=50K
7567,22, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, <=50K
7568,26, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, <=50K
7569,19, Private, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,15, <=50K
7570,36, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, <=50K
7571,51, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, >50K
7572,63, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, >50K
7573,51, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
7574,20, State-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, <=50K
7575,42, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, <=50K
7576,40, ?, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,40, <=50K
7577,25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7578,40, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, <=50K
7579,41, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,30, >50K
7580,49, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,80, <=50K
7581,46, Private, HS-grad,9, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,40, <=50K
7582,32, Self-emp-not-inc, HS-grad,9, Separated, Sales, Not-in-family, White, Male,0,0,50, <=50K
7583,28, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, <=50K
7584,19, ?, HS-grad,9, Never-married, ?, Other-relative, Black, Male,0,0,20, <=50K
7585,19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, <=50K
7586,18, Private, 11th,7, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, <=50K
7587,39, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,55, <=50K
7588,60, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, <=50K
7589,46, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,1408,40, <=50K
7590,38, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,50, >50K
7591,36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, >50K
7592,45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, <=50K
7593,60, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,2339,40, <=50K
7594,30, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7595,22, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,43, <=50K
7596,23, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, <=50K
7597,48, State-gov, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, <=50K
7598,46, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, <=50K
7599,43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, >50K
7600,25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, <=50K
7601,50, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, <=50K
7602,61, Self-emp-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,55, <=50K
7603,35, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, <=50K
7604,65, Local-gov, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
7605,56, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, <=50K
7606,43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,80, <=50K
7607,55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, <=50K
7608,22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
7609,40, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,32, <=50K
7610,35, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,50, <=50K
7611,22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, <=50K
7612,20, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7613,46, Local-gov, 12th,8, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, >50K
7614,43, Private, HS-grad,9, Separated, Transport-moving, Unmarried, White, Male,0,0,40, <=50K
7615,46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, <=50K
7616,39, Private, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male,2635,0,37, <=50K
7617,34, Private, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, <=50K
7618,35, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, <=50K
7619,30, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,41, <=50K
7620,25, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,28, <=50K
7621,44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, >50K
7622,35, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
7623,41, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, <=50K
7624,43, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, >50K
7625,32, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7626,50, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7627,20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, <=50K
7628,29, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, <=50K
7629,38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, >50K
7630,20, Private, 10th,6, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, <=50K
7631,41, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,40, <=50K
7632,27, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, <=50K
7633,37, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7634,62, State-gov, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,24, <=50K
7635,31, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Male,0,0,40, <=50K
7636,49, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, <=50K
7637,33, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, <=50K
7638,31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, >50K
7639,19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,35, <=50K
7640,44, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7641,31, Self-emp-inc, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, >50K
7642,62, Private, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, <=50K
7643,65, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2174,10, >50K
7644,17, Private, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
7645,60, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, >50K
7646,31, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7647,29, Private, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, <=50K
7648,53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, >50K
7649,44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
7650,43, Private, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, <=50K
7651,40, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, <=50K
7652,18, Private, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,10, <=50K
7653,47, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,43, <=50K
7654,38, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4064,0,40, <=50K
7655,37, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, <=50K
7656,40, Private, Some-college,10, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, <=50K
7657,57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, >50K
7658,43, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,4101,0,40, <=50K
7659,32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, <=50K
7660,64, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, <=50K
7661,18, Private, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
7662,40, Self-emp-not-inc, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, <=50K
7663,17, ?, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,40, <=50K
7664,23, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, <=50K
